8810	-1	881000
8810	-1	882000
8810	-1	883000
8810	-1	884000
8810	-1	884400
8810	-1	885000
8810	-1	887000
8810	-1	888000
8810	-1	891000
8810	-1	893000
8810	-1	894000
8810	-1	896000
8810	-1	898000
8810	-1	901000
8810	-1	902000
8810	-1	902800
8810	-1	902900
8710	-1	871000
8710	-1	872000
8710	-1	873100
8710	-1	874100
8510	-1	851000
8510	-1	854000
8510	-1	855000
8510	-1	856000
8510	-1	858000
8510	-1	859000
8210	-1	821000
8210	-1	822000
8210	-1	823000
8210	-1	824000
8210	-1	825000
8210	-1	826000
8210	-1	827000
8210	-1	828000
8210	-1	829000
8210	-1	831000
8210	-1	833000
8210	-1	834000
8210	-1	836000
8210	-1	838000
7910	-1	791000
7910	-1	792000
7910	-1	793000
7910	-1	795000
7910	-1	797000
7910	-1	799000
7910	-1	801000
7910	-1	803000
7910	-1	804000
7910	-1	806000
7700	-1	770000
7700	-1	772000
7700	-1	774000
7700	-1	776000
7700	-1	779000
7700	-1	781100
7700	-1	783000
7310	-1	731000
7310	-1	734000
7310	-1	736000
7310	-1	738000
7310	-1	741000
7310	-1	743000
7310	-1	745000
7310	-1	747000
7310	-1	749000
7310	-1	751000
7310	-1	753000
7310	-1	754000
7310	-1	755000
7310	-1	756000
7310	-1	757000
7310	-1	758000
7010	-1	701000
7010	-1	702000
7010	-1	703000
7010	-1	705000
7010	-1	707000
7010	-1	709000
7010	-1	711000
7010	-1	713000
7010	-1	715000
6530	-1	653000
6530	-1	667000
6530	-1	669000
6530	-1	687000
6510	-1	651000
6510	-1	655000
6510	-1	656000
6510	-1	657000
6510	-1	658000
6510	-1	659000
6510	-1	661000
6510	-1	662000
6510	-1	663000
6510	-1	663600
6510	-1	665000
6510	-1	665200
6510	-1	671000
6510	-1	673000
6510	-1	673700
6510	-1	675000
6510	-1	675800
6510	-1	677000
6510	-1	679000
6510	-1	681000
6510	-1	684000
6410	-1	641000
6410	-1	642000
6110	-1	611000
6110	-1	612800
6110	-1	614000
6110	-1	615500
6110	-1	617000
6110	-1	621000
6110	-1	622500
6110	-1	623000
6110	-1	624000
6110	-1	624200
6110	-1	626100
6110	-1	628100
6110	-1	631100
6110	-1	633000
5810	-1	581000
5810	-1	582000
5810	-1	584000
5810	-1	585000
5810	-1	586000
5810	-1	586500
5810	-1	586900
5810	-1	588000
5810	-1	589000
5810	-1	591000
5810	-1	592000
5810	-1	593000
5810	-1	593700
5810	-1	595000
5810	-1	596000
5810	-1	597000
5810	-1	598000
5810	-1	599000
5810	-1	601000
5810	-1	602000
5810	-1	603000
5510	-1	551000
5510	-1	552000
5510	-1	553000
5510	-1	554000
5510	-1	555000
5510	-1	557000
5510	-1	558000
5510	-1	559000
5510	-1	561000
5510	-1	562000
5510	-1	563000
5510	-1	565000
5510	-1	567000
5510	-1	569000
5210	-1	521000
5210	-1	522000
5210	-1	523000
5210	-1	526000
5210	-1	528000
5210	-1	528600
5210	-1	531000
5210	-1	532000
5210	-1	533000
5210	-1	535000
